English	Japanese	Source	SourceKind	DsdType
-->Silver Ingot -->	銀のインゴット	skyrim_taiyaku_250627	reference	Reference FULL
-->Silver Ore	銀の鉱石	skyrim_taiyaku_250627	reference	Reference FULL
-->Sinderion	シンデリオン	skyrim_taiyaku_250627	reference	Reference FULL
-->Sinderion's Field Journal	シンデリオンの旅行記	skyrim_taiyaku_250627	reference	Reference FULL
-->Sinderion's Serendipity	シンデリオンの大発見	skyrim_taiyaku_250627	reference	Reference FULL
-->Skooma -->	スクゥーマ	skyrim_taiyaku_250627	reference	Reference FULL
-->Skyrim -->	-->スカイリム -->	skyrim_taiyaku_250627	reference	Reference FULL
-->Slaughterfish	スローターフィッシュ	skyrim_taiyaku_250627	reference	Reference FULL
-->Slaughterfish Egg	スローターフィッシュの卵	skyrim_taiyaku_250627	reference	Reference FULL
-->Slaughterfish Scales	スローターフィッシュの鱗	skyrim_taiyaku_250627	reference	Reference FULL
-->Slow Time	時間減速	skyrim_taiyaku_250627	reference	Reference FULL
-->Small Dwemer Plate Metal -->	ドゥーマーの小さな金属プレート	skyrim_taiyaku_250627	reference	Reference FULL
-->Smelter -->	溶鉱炉	skyrim_taiyaku_250627	reference	Reference FULL
-->Smelters	溶鉱炉	skyrim_taiyaku_250627	reference	Reference FULL
-->Smithing -->	鍛冶	skyrim_taiyaku_250627	reference	Reference FULL
-->Solid Dwemer Metal -->	ドゥーマーの金属の塊	skyrim_taiyaku_250627	reference	Reference FULL
-->Solitude -->	ソリチュード	skyrim_taiyaku_250627	reference	Reference FULL
-->Songs of Skyrim	スカイリムの歌	skyrim_taiyaku_250627	reference	Reference FULL
-->Soul Gem -->	魂石	skyrim_taiyaku_250627	reference	Reference FULL
-->Spiced Beef -->	スパイスを振った牛肉	skyrim_taiyaku_250627	reference	Reference FULL
-->Spiced Wine -->	スパイス入りワイン	skyrim_taiyaku_250627	reference	Reference FULL
-->Staff of Magnus	マグナスの杖	skyrim_taiyaku_250627	reference	Reference FULL
-->Steel Ingot -->	鋼鉄のインゴット	skyrim_taiyaku_250627	reference	Reference FULL
-->Stendarr's Beacon -->	ステンダールの灯	skyrim_taiyaku_250627	reference	Reference FULL
-->Stone of Barenziah	バレンジアの石	skyrim_taiyaku_250627	reference	Reference FULL
-->StormCloak Documents	ストームクロークの書	skyrim_taiyaku_250627	reference	Reference FULL
-->Stormcloak Missive	ストームクローク書状	skyrim_taiyaku_250627	reference	Reference FULL
-->Stros M'Kai Rum -->	ストロス・エムカイ・ラム	skyrim_taiyaku_250627	reference	Reference FULL
-->Sun's Dawn -->	薄明の月	skyrim_taiyaku_250627	reference	Reference FULL
-->Sundas -->	日	skyrim_taiyaku_250627	reference	Reference FULL
-->Tamriel -->	タムリエル	skyrim_taiyaku_250627	reference	Reference FULL
-->The Black Star	黒き星	skyrim_taiyaku_250627	reference	Reference FULL
-->The Book of the Dragonborn -->	ドラゴンボーンの書	skyrim_taiyaku_250627	reference	Reference FULL
-->The College of Winterhold --> is an independent organization, and thus was not affected by the dissolution of the Mages Guild at the beginning of the Fourth Era.	ウィンターホールド大学は独立組織であるため、第四紀初頭の魔術師ギルド解体の影響は受けていない。	skyrim_taiyaku_250627	reference	Reference FULL
-->The Companions -->	同胞団	skyrim_taiyaku_250627	reference	Reference FULL
-->The Dark Brotherhood -->	闇の一党	skyrim_taiyaku_250627	reference	Reference FULL
-->The Great War -->	大戦	skyrim_taiyaku_250627	reference	Reference FULL
-->The Guardian Stones	大守護石	skyrim_taiyaku_250627	reference	Reference FULL
-->The Knights of the Nine	九大神の騎士	skyrim_taiyaku_250627	reference	Reference FULL
-->The Lady Stone	淑女の石碑	skyrim_taiyaku_250627	reference	Reference FULL
-->The Legend of Red Eagle	赤鷲の伝説	skyrim_taiyaku_250627	reference	Reference FULL
-->The Lunar Lorkhan -->	月夜のロルカーン	skyrim_taiyaku_250627	reference	Reference FULL
-->The Oblivion Crisis	オブリビオンの動乱	skyrim_taiyaku_250627	reference	Reference FULL
-->The Old Ways	古き習わし	skyrim_taiyaku_250627	reference	Reference FULL
-->The Ransom of Zarek -->	ザレクの身代金	skyrim_taiyaku_250627	reference	Reference FULL
-->The Seed -->	種たるもの	skyrim_taiyaku_250627	reference	Reference FULL
-->The Song of Pelinal, v5 -->	ペリナルの歌 第5巻	skyrim_taiyaku_250627	reference	Reference FULL
-->The Tale of Dro'Zira -->	ドロジラの物語	skyrim_taiyaku_250627	reference	Reference FULL
-->Uncommon Taste	無類の味わい	skyrim_taiyaku_250627	reference	Reference FULL
-->Unrelenting Force	揺るぎ無き力	skyrim_taiyaku_250627	reference	Reference FULL
-->Wine -->	ワイン	skyrim_taiyaku_250627	reference	Reference FULL
-->Wood Chopping Block -->	薪割り台	skyrim_taiyaku_250627	reference	Reference FULL
-->Woodcutter's Axe -->	木こりの斧	skyrim_taiyaku_250627	reference	Reference FULL
-->Words and Philosophy -->	言葉と哲学	skyrim_taiyaku_250627	reference	Reference FULL
-->Words of Clan Mother Ahnissi -->	我らが母アニッシの言葉	skyrim_taiyaku_250627	reference	Reference FULL
-->Workbenches -->	作業台	skyrim_taiyaku_250627	reference	Reference FULL
-->Wylandriah's Soul Gem -->	ウィランドリアの魂石	skyrim_taiyaku_250627	reference	Reference FULL
-->Yngol and the Sea–Ghosts -->	ユンゴルと海の亡霊	skyrim_taiyaku_250627	reference	Reference FULL
-->Ysgramor's Soup Spoon -->	イスグラモルのスープスプーン	skyrim_taiyaku_250627	reference	Reference FULL
1 = Imperial, 2 = Stormcloak supporter	1 = 帝国軍、2 = ストームクローク支持者	skyrim_taiyaku_250627	reference	Reference FULL
10,000 gold. (Lie)	10000ゴールドだ(嘘)	skyrim_taiyaku_250627	reference	Reference FULL
123 Abc Def Ghijklmnop Qrstu VWXYZ 123456789	123 Abc Def Ghijklmnop Qrstu VWXYZ 123456789	skyrim_taiyaku_250627	reference	Reference FULL
16 Accords of Madness, v. IX	狂気の十六の協約　第九巻	skyrim_taiyaku_250627	reference	Reference FULL
16 Accords of Madness, v. VI	狂気の十六の協約　第六巻	skyrim_taiyaku_250627	reference	Reference FULL
16 Accords of Madness, v. XII	狂気の十六の協約　第十二巻	skyrim_taiyaku_250627	reference	Reference FULL
20,000 gold.	20000ゴールドだ	skyrim_taiyaku_250627	reference	Reference FULL
2920, Evening Star, v12	2920 星霜の月、12巻	skyrim_taiyaku_250627	reference	Reference FULL
2920, First Seed, v3	2920 蒔種の月、3巻	skyrim_taiyaku_250627	reference	Reference FULL
2920, Frostfall, v10	2920 降霜の月、10巻	skyrim_taiyaku_250627	reference	Reference FULL
2920, Hearth Fire, v9	2920 薪木の月、9巻	skyrim_taiyaku_250627	reference	Reference FULL
2920, Last Seed, v8	2920 収穫の月、8巻	skyrim_taiyaku_250627	reference	Reference FULL
2920, MidYear, v6	2920 真央の月、6巻	skyrim_taiyaku_250627	reference	Reference FULL
2920, Rain's Hand, v4	2920 恵雨の月、4巻	skyrim_taiyaku_250627	reference	Reference FULL
2920, Second Seed, v5	2920 栽培の月、5巻	skyrim_taiyaku_250627	reference	Reference FULL
2920, Sun's Dawn, v2	2920 薄明の月、2巻	skyrim_taiyaku_250627	reference	Reference FULL
2920, Sun's Dusk, v11	2920 黄昏の月、11巻	skyrim_taiyaku_250627	reference	Reference FULL
2920, Sun's Height, v7	2920 南中の月、7巻	skyrim_taiyaku_250627	reference	Reference FULL
360 Controller	Xbox 360 コントローラー	skyrim_taiyaku_250627	reference	Reference FULL
5,000 gold. (Lie)	5000ゴールドだ(嘘)	skyrim_taiyaku_250627	reference	Reference FULL
<Alias.Cap=SonsMinorHoldCapital> seems like a fair trade.	<Alias.Cap=SonsMinorHoldCapital> は公平な取引に思える	skyrim_taiyaku_250627	reference	Reference FULL
<Alias.ShortName=Client>'s <BaseName>	<Alias.ShortName=Client> の <BaseName>	skyrim_taiyaku_250627	reference	Reference FULL
<Alias.ShortName=QuestGiver> gave me this ring. I think it's yours.	<Alias.ShortName=QuestGiver> からこの指輪を受け取った。あなたの物だと思う	skyrim_taiyaku_250627	reference	Reference FULL
<Alias.ShortName=Target> will be paying you all more.	<Alias.ShortName=Target> がもっと払ってくれるそうだ	skyrim_taiyaku_250627	reference	Reference FULL
<Alias.ShortName=Target> won't be bothering you anymore.	もう <Alias.ShortName=Target> は、あなたを困らせない	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Animal> is waiting for you	<Alias=Animal> が待っている	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Brute> was killed.	<Alias=Brute> は殺された	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Dungeon> is free of bandits.	<Alias=Dungeon> の山賊は片づけた	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Follower> is waiting for you	<Alias=Follower> が待っている	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=ImperialMinorHoldCapital> seems like a fair trade.	<Alias=ImperialMinorHoldCapital> は公平な取引に思える	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Mark>'s <BaseName>	<Alias=Mark> の <BaseName>	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Player>'s <BaseName>	<Alias=Player> の <BaseName>	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Player>'s Horse	<Alias=Player> の馬	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Player>'s Wolf Spirit	<Alias=Player> のオオカミの魂	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=PlayerIsIt> is it. Hide from <Alias=PlayerIsIt.PronounObj>	<Alias=PlayerIsIt> だ。 <Alias=PlayerIsIt.PronounObj> から隠れる	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=PlayerIsIt> is it. Keep away from <Alias=PlayerIsIt.PronounObj>	<Alias=PlayerIsIt> だ。 <Alias=PlayerIsIt.PronounObj> を避ける	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=QuestGiver>'s <BaseName>	<Alias=QuestGiver> の <BaseName>	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=QuestNameLocation>	<Alias=QuestNameLocation>	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=RiverwoodFriend> sent me. Riverwood is in danger.	<Alias=RiverwoodFriend> に頼まれた。リバーウッドが危ない	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Steward> says there's a shipment of coin traveling to Solitude...	<Alias=Steward> は、ソリチュードへ金貨が送られると言っていた…	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Steward> says there's a shipment of coin traveling to Windhelm...	<Alias=Steward> によると、ウィンドヘルムに向けてゴールドが運ばれたらしい…	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Victim> was killed.	<Alias=Victim> は殺された	skyrim_taiyaku_250627	reference	Reference FULL
<Alias=Witch>'s <BaseName>	<Alias=Witch> の <BaseName>	skyrim_taiyaku_250627	reference	Reference FULL
<BaseName> the Slayer	<BaseName> 虐殺者	skyrim_taiyaku_250627	reference	Reference FULL
<Global=WE17GoldAmount> gold? You can have it, if you can take it from me.	<Global=WE17GoldAmount> ゴールド？ 取れるものなら、力づくで取ってみろ	skyrim_taiyaku_250627	reference	Reference FULL
<Missing Name>	<名前がありません>	skyrim_taiyaku_250627	reference	Reference FULL
<NOT BOUND>	<割り当てなし>	skyrim_taiyaku_250627	reference	Reference FULL
<font color='#FF0000'>Pickpocket</font>	<font color='#FF0000'> スリ </font>	skyrim_taiyaku_250627	reference	Reference FULL
<font color='#FF0000'>Steal from</font>	<font color='#FF0000'> 盗む: </font>	skyrim_taiyaku_250627	reference	Reference FULL
<font color='#FF0000'>Steal</font>	<font color='#FF0000'> 盗む </font>	skyrim_taiyaku_250627	reference	Reference FULL
<mag> points of damage for <dur> seconds.	<mag> ポイントのダメージを <dur> 秒間与える。	skyrim_taiyaku_250627	reference	Reference FULL
<mag> points of extra damage to Animals.	動物に <mag> ポイントの追加ダメージ。	skyrim_taiyaku_250627	reference	Reference FULL
<mag> points of extra damage to Nords.	ノルドに <mag> ポイントの追加ダメージ。	skyrim_taiyaku_250627	reference	Reference FULL
<mag> points of extra damage which ignores armor.	<mag> ポイントの追加ダメージ。鎧を無効にする。	skyrim_taiyaku_250627	reference	Reference FULL
<mag>% resistant to disease.	疾病に対する耐性が <mag>%上昇する。	skyrim_taiyaku_250627	reference	Reference FULL
<mag>% resistant to poison.	毒に対する耐性が <mag>%上昇する。	skyrim_taiyaku_250627	reference	Reference FULL
A <mag> point fiery explosion centered on the caster. Does more damage to closer targets.	術者を中心として、 <mag> ポイントの激しい爆発を起こす。近くの対象ほどダメージ大。	skyrim_taiyaku_250627	reference	Reference FULL
A Bad Trade	悪い取引	skyrim_taiyaku_250627	reference	Reference FULL
A Blade in the Dark	闇に眠る刀剣	skyrim_taiyaku_250627	reference	Reference FULL
A Chance Arrangement	チャンスのお膳立て	skyrim_taiyaku_250627	reference	Reference FULL
A Chance Arrangement Spectator Quest	チャンスのお膳立て、傍観者のクエスト	skyrim_taiyaku_250627	reference	Reference FULL
A Children's Anuad	子供向けのアヌの伝記	skyrim_taiyaku_250627	reference	Reference FULL
A Cornered Rat	追い詰められたネズミ	skyrim_taiyaku_250627	reference	Reference FULL
A Daedra's Best Friend	デイドラの親友	skyrim_taiyaku_250627	reference	Reference FULL
A Dance in Fire, v1	火中に舞う 第1章	skyrim_taiyaku_250627	reference	Reference FULL
A Dance in Fire, v2	火中に舞う 第2章	skyrim_taiyaku_250627	reference	Reference FULL
A Dance in Fire, v3	火中に舞う 第3章	skyrim_taiyaku_250627	reference	Reference FULL
A Dance in Fire, v4	火中に舞う 第4章	skyrim_taiyaku_250627	reference	Reference FULL
A Dance in Fire, v5	火中に舞う 第5章	skyrim_taiyaku_250627	reference	Reference FULL
A Dance in Fire, v6	火中に舞う 第6章	skyrim_taiyaku_250627	reference	Reference FULL
A Dance in Fire, v7	火中に舞う 第7章	skyrim_taiyaku_250627	reference	Reference FULL
A Dark Brotherhood assassin doesn't do... "favors."	闇の一党の暗殺は願いを聞いてやるものではない	skyrim_taiyaku_250627	reference	Reference FULL
A Dark Brotherhood assassin practices the art of murder, and must be willing to pay for that crime... with gold, a jail sentence, or even more bloodshed.	闇の一党の暗殺者は殺人術を生業とする。金であれ、投獄であれ、さらなる流血であれ、その罪の代償を支払わなければならない。	skyrim_taiyaku_250627	reference	Reference FULL
A Dream of Sovngarde	ソブンガルデの夢	skyrim_taiyaku_250627	reference	Reference FULL
